obj_vol_annee,obj_vol_anneemois,obj_vol_mois,obj_vol_type_inter,obj_vol_type_machine,obj_vol_key_item,obj_vol_alias_type_inter,obj_vol_alias_type_machine,obj_vol_grp_machine,obj_vol_objectif_valeur
2026,20266,6,curative,momentoblack,curative_momentoblack,CURATIVE,MOMENTO BLACK,TRANSPORTABLE,73
2026,20267,7,curative,momentoblack,curative_momentoblack,CURATIVE,MOMENTO BLACK,TRANSPORTABLE,64
2026,20268,8,curative,momentoblack,curative_momentoblack,CURATIVE,MOMENTO BLACK,TRANSPORTABLE,55
2026,20269,9,curative,momentoblack,curative_momentoblack,CURATIVE,MOMENTO BLACK,TRANSPORTABLE,69
2026,202610,10,curative,momentoblack,curative_momentoblack,CURATIVE,MOMENTO BLACK,TRANSPORTABLE,72
2026,202611,11,curative,momentoblack,curative_momentoblack,CURATIVE,MOMENTO BLACK,TRANSPORTABLE,69
2026,202612,12,curative,momentoblack,curative_momentoblack,CURATIVE,MOMENTO BLACK,TRANSPORTABLE,60
2026,20261,1,curative,momentomilk,curative_momentomilk,CURATIVE,MOMENTO MILK,TRANSPORTABLE,25
2026,20262,2,curative,momentomilk,curative_momentomilk,CURATIVE,MOMENTO MILK,TRANSPORTABLE,24
2026,20263,3,curative,momentomilk,curative_momentomilk,CURATIVE,MOMENTO MILK,TRANSPORTABLE,29
2026,20264,4,curative,momentomilk,curative_momentomilk,CURATIVE,MOMENTO MILK,TRANSPORTABLE,29
2026,20265,5,curative,momentomilk,curative_momentomilk,CURATIVE,MOMENTO MILK,TRANSPORTABLE,24
2026,20266,6,curative,momentomilk,curative_momentomilk,CURATIVE,MOMENTO MILK,TRANSPORTABLE,28
2026,20267,7,curative,momentomilk,curative_momentomilk,CURATIVE,MOMENTO MILK,TRANSPORTABLE,23
2026,20268,8,curative,momentomilk,curative_momentomilk,CURATIVE,MOMENTO MILK,TRANSPORTABLE,19
2026,20269,9,curative,momentomilk,curative_momentomilk,CURATIVE,MOMENTO MILK,TRANSPORTABLE,26
2026,202610,10,curative,momentomilk,curative_momentomilk,CURATIVE,MOMENTO MILK,TRANSPORTABLE,29
2026,202611,11,curative,momentomilk,curative_momentomilk,CURATIVE,MOMENTO MILK,TRANSPORTABLE,27
2026,202612,12,curative,momentomilk,curative_momentomilk,CURATIVE,MOMENTO MILK,TRANSPORTABLE,24
2026,20261,1,curative,gemini,curative_gemini,CURATIVE,GEMINI,TRANSPORTABLE,434
2026,20262,2,curative,gemini,curative_gemini,CURATIVE,GEMINI,TRANSPORTABLE,420
2026,20263,3,curative,gemini,curative_gemini,CURATIVE,GEMINI,TRANSPORTABLE,598
2026,20264,4,curative,gemini,curative_gemini,CURATIVE,GEMINI,TRANSPORTABLE,576
2026,20265,5,curative,gemini,curative_gemini,CURATIVE,GEMINI,TRANSPORTABLE,478
2026,20266,6,curative,gemini,curative_gemini,CURATIVE,GEMINI,TRANSPORTABLE,587
2026,20267,7,curative,gemini,curative_gemini,CURATIVE,GEMINI,TRANSPORTABLE,506
2026,20268,8,curative,gemini,curative_gemini,CURATIVE,GEMINI,TRANSPORTABLE,414
2026,20269,9,curative,gemini,curative_gemini,CURATIVE,GEMINI,TRANSPORTABLE,542
2026,202610,10,curative,gemini,curative_gemini,CURATIVE,GEMINI,TRANSPORTABLE,577
2026,202611,11,curative,gemini,curative_gemini,CURATIVE,GEMINI,TRANSPORTABLE,538
2026,202612,12,curative,gemini,curative_gemini,CURATIVE,GEMINI,TRANSPORTABLE,473
2026,20261,1,curative,zenius,curative_zenius,CURATIVE,ZENIUS,TRANSPORTABLE,483
2026,20262,2,curative,zenius,curative_zenius,CURATIVE,ZENIUS,TRANSPORTABLE,499
2026,20263,3,curative,zenius,curative_zenius,CURATIVE,ZENIUS,TRANSPORTABLE,634
2026,20264,4,curative,zenius,curative_zenius,CURATIVE,ZENIUS,TRANSPORTABLE,611
2026,20265,5,curative,zenius,curative_zenius,CURATIVE,ZENIUS,TRANSPORTABLE,507
2026,20266,6,curative,zenius,curative_zenius,CURATIVE,ZENIUS,TRANSPORTABLE,623
2026,20267,7,curative,zenius,curative_zenius,CURATIVE,ZENIUS,TRANSPORTABLE,535
2026,20268,8,curative,zenius,curative_zenius,CURATIVE,ZENIUS,TRANSPORTABLE,437
2026,20269,9,curative,zenius,curative_zenius,CURATIVE,ZENIUS,TRANSPORTABLE,574
2026,202610,10,curative,zenius,curative_zenius,CURATIVE,ZENIUS,TRANSPORTABLE,612
2026,202611,11,curative,zenius,curative_zenius,CURATIVE,ZENIUS,TRANSPORTABLE,569
2026,202612,12,curative,zenius,curative_zenius,CURATIVE,ZENIUS,TRANSPORTABLE,500
2026,20261,1,curative1,aguila,curative1_aguila,CURATIVE NIVEAU 1,AGUILA,AGUILA,78
2026,20262,2,curative1,aguila,curative1_aguila,CURATIVE NIVEAU 1,AGUILA,AGUILA,72
2026,20263,3,curative1,aguila,curative1_aguila,CURATIVE NIVEAU 1,AGUILA,AGUILA,62
2026,20264,4,curative1,aguila,curative1_aguila,CURATIVE NIVEAU 1,AGUILA,AGUILA,62
2026,20265,5,curative1,aguila,curative1_aguila,CURATIVE NIVEAU 1,AGUILA,AGUILA,51
2026,20266,6,curative1,aguila,curative1_aguila,CURATIVE NIVEAU 1,AGUILA,AGUILA,55
2026,20267,7,curative1,aguila,curative1_aguila,CURATIVE NIVEAU 1,AGUILA,AGUILA,50
2026,20268,8,curative1,aguila,curative1_aguila,CURATIVE NIVEAU 1,AGUILA,AGUILA,36
2026,20269,9,curative1,aguila,curative1_aguila,CURATIVE NIVEAU 1,AGUILA,AGUILA,54
2026,202610,10,curative1,aguila,curative1_aguila,CURATIVE NIVEAU 1,AGUILA,AGUILA,60
2026,202611,11,curative1,aguila,curative1_aguila,CURATIVE NIVEAU 1,AGUILA,AGUILA,56
2026,202612,12,curative1,aguila,curative1_aguila,CURATIVE NIVEAU 1,AGUILA,AGUILA,46
2026,20261,1,curative2,aguila,curative2_aguila,CURATIVE NIVEAU 2,AGUILA,AGUILA,102
2026,20262,2,curative2,aguila,curative2_aguila,CURATIVE NIVEAU 2,AGUILA,AGUILA,95
2026,20263,3,curative2,aguila,curative2_aguila,CURATIVE NIVEAU 2,AGUILA,AGUILA,151
2026,20264,4,curative2,aguila,curative2_aguila,CURATIVE NIVEAU 2,AGUILA,AGUILA,147
2026,20265,5,curative2,aguila,curative2_aguila,CURATIVE NIVEAU 2,AGUILA,AGUILA,123
2026,20266,6,curative2,aguila,curative2_aguila,CURATIVE NIVEAU 2,AGUILA,AGUILA,150
2026,20267,7,curative2,aguila,curative2_aguila,CURATIVE NIVEAU 2,AGUILA,AGUILA,129
2026,20268,8,curative2,aguila,curative2_aguila,CURATIVE NIVEAU 2,AGUILA,AGUILA,105
2026,20269,9,curative2,aguila,curative2_aguila,CURATIVE NIVEAU 2,AGUILA,AGUILA,138
2026,202610,10,curative2,aguila,curative2_aguila,CURATIVE NIVEAU 2,AGUILA,AGUILA,148
2026,202611,11,curative2,aguila,curative2_aguila,CURATIVE NIVEAU 2,AGUILA,AGUILA,138
2026,202612,12,curative2,aguila,curative2_aguila,CURATIVE NIVEAU 2,AGUILA,AGUILA,121
2026,20261,1,curative3,aguila,curative3_aguila,CURATIVE NIVEAU 3,AGUILA,AGUILA,12
2026,20262,2,curative3,aguila,curative3_aguila,CURATIVE NIVEAU 3,AGUILA,AGUILA,9
2026,20263,3,curative3,aguila,curative3_aguila,CURATIVE NIVEAU 3,AGUILA,AGUILA,4
2026,20264,4,curative3,aguila,curative3_aguila,CURATIVE NIVEAU 3,AGUILA,AGUILA,4
2026,20265,5,curative3,aguila,curative3_aguila,CURATIVE NIVEAU 3,AGUILA,AGUILA,3
2026,20266,6,curative3,aguila,curative3_aguila,CURATIVE NIVEAU 3,AGUILA,AGUILA,4
2026,20267,7,curative3,aguila,curative3_aguila,CURATIVE NIVEAU 3,AGUILA,AGUILA,2
2026,20268,8,curative3,aguila,curative3_aguila,CURATIVE NIVEAU 3,AGUILA,AGUILA,2
2026,20269,9,curative3,aguila,curative3_aguila,CURATIVE NIVEAU 3,AGUILA,AGUILA,3
2026,202610,10,curative3,aguila,curative3_aguila,CURATIVE NIVEAU 3,AGUILA,AGUILA,3
2026,202611,11,curative3,aguila,curative3_aguila,CURATIVE NIVEAU 3,AGUILA,AGUILA,3
2026,202612,12,curative3,aguila,curative3_aguila,CURATIVE NIVEAU 3,AGUILA,AGUILA,3
2026,20261,1,preventive,momento,preventive_momento,PREVENTIVE,MOMENTO,TRANSPORTABLE,197
2026,20262,2,preventive,momento,preventive_momento,PREVENTIVE,MOMENTO,TRANSPORTABLE,196
2026,20263,3,preventive,momento,preventive_momento,PREVENTIVE,MOMENTO,TRANSPORTABLE,73
2026,20264,4,preventive,momento,preventive_momento,PREVENTIVE,MOMENTO,TRANSPORTABLE,70
2026,20265,5,preventive,momento,preventive_momento,PREVENTIVE,MOMENTO,TRANSPORTABLE,54
2026,20266,6,preventive,momento,preventive_momento,PREVENTIVE,MOMENTO,TRANSPORTABLE,71
2026,20267,7,preventive,momento,preventive_momento,PREVENTIVE,MOMENTO,TRANSPORTABLE,58
2026,20268,8,preventive,momento,preventive_momento,PREVENTIVE,MOMENTO,TRANSPORTABLE,40
2026,20269,9,preventive,momento,preventive_momento,PREVENTIVE,MOMENTO,TRANSPORTABLE,64
2026,202610,10,preventive,momento,preventive_momento,PREVENTIVE,MOMENTO,TRANSPORTABLE,68
2026,202611,11,preventive,momento,preventive_momento,PREVENTIVE,MOMENTO,TRANSPORTABLE,64
2026,202612,12,preventive,momento,preventive_momento,PREVENTIVE,MOMENTO,TRANSPORTABLE,53
2026,20261,1,preventive,momentomilk,preventive_momentomilk,PREVENTIVE,MOMENTO MILK,TRANSPORTABLE,3
2026,20262,2,preventive,momentomilk,preventive_momentomilk,PREVENTIVE,MOMENTO MILK,TRANSPORTABLE,8
2026,20263,3,preventive,momentomilk,preventive_momentomilk,PREVENTIVE,MOMENTO MILK,TRANSPORTABLE,10
2026,20264,4,preventive,momentomilk,preventive_momentomilk,PREVENTIVE,MOMENTO MILK,TRANSPORTABLE,9
2026,20265,5,preventive,momentomilk,preventive_momentomilk,PREVENTIVE,MOMENTO MILK,TRANSPORTABLE,10
2026,20266,6,preventive,momentomilk,preventive_momentomilk,PREVENTIVE,MOMENTO MILK,TRANSPORTABLE,9
2026,20267,7,preventive,momentomilk,preventive_momentomilk,PREVENTIVE,MOMENTO MILK,TRANSPORTABLE,9
2026,20268,8,preventive,momentomilk,preventive_momentomilk,PREVENTIVE,MOMENTO MILK,TRANSPORTABLE,6
2026,20269,9,preventive,momentomilk,preventive_momentomilk,PREVENTIVE,MOMENTO MILK,TRANSPORTABLE,8
2026,202610,10,preventive,momentomilk,preventive_momentomilk,PREVENTIVE,MOMENTO MILK,TRANSPORTABLE,9
2026,202611,11,preventive,momentomilk,preventive_momentomilk,PREVENTIVE,MOMENTO MILK,TRANSPORTABLE,9
2026,202612,12,preventive,momentomilk,preventive_momentomilk,PREVENTIVE,MOMENTO MILK,TRANSPORTABLE,6
2026,20261,1,preventive,gemini,preventive_gemini,PREVENTIVE,GEMINI,TRANSPORTABLE,98
2026,20262,2,preventive,gemini,preventive_gemini,PREVENTIVE,GEMINI,TRANSPORTABLE,128
2026,20263,3,preventive,gemini,preventive_gemini,PREVENTIVE,GEMINI,TRANSPORTABLE,183
2026,20264,4,preventive,gemini,preventive_gemini,PREVENTIVE,GEMINI,TRANSPORTABLE,179
2026,20265,5,preventive,gemini,preventive_gemini,PREVENTIVE,GEMINI,TRANSPORTABLE,150
2026,20266,6,preventive,gemini,preventive_gemini,PREVENTIVE,GEMINI,TRANSPORTABLE,178
2026,20267,7,preventive,gemini,preventive_gemini,PREVENTIVE,GEMINI,TRANSPORTABLE,154
2026,20268,8,preventive,gemini,preventive_gemini,PREVENTIVE,GEMINI,TRANSPORTABLE,126
2026,20269,9,preventive,gemini,preventive_gemini,PREVENTIVE,GEMINI,TRANSPORTABLE,167
2026,202610,10,preventive,gemini,preventive_gemini,PREVENTIVE,GEMINI,TRANSPORTABLE,173
2026,202611,11,preventive,gemini,preventive_gemini,PREVENTIVE,GEMINI,TRANSPORTABLE,166
2026,202612,12,preventive,gemini,preventive_gemini,PREVENTIVE,GEMINI,TRANSPORTABLE,146
2026,20261,1,preventive,zenius,preventive_zenius,PREVENTIVE,ZENIUS,TRANSPORTABLE,68
2026,20262,2,preventive,zenius,preventive_zenius,PREVENTIVE,ZENIUS,TRANSPORTABLE,68
2026,20263,3,preventive,zenius,preventive_zenius,PREVENTIVE,ZENIUS,TRANSPORTABLE,147
2026,20264,4,preventive,zenius,preventive_zenius,PREVENTIVE,ZENIUS,TRANSPORTABLE,141
2026,20265,5,preventive,zenius,preventive_zenius,PREVENTIVE,ZENIUS,TRANSPORTABLE,118
2026,20266,6,preventive,zenius,preventive_zenius,PREVENTIVE,ZENIUS,TRANSPORTABLE,144
2026,20267,7,preventive,zenius,preventive_zenius,PREVENTIVE,ZENIUS,TRANSPORTABLE,125
2026,20268,8,preventive,zenius,preventive_zenius,PREVENTIVE,ZENIUS,TRANSPORTABLE,103
2026,20269,9,preventive,zenius,preventive_zenius,PREVENTIVE,ZENIUS,TRANSPORTABLE,133
2026,202610,10,preventive,zenius,preventive_zenius,PREVENTIVE,ZENIUS,TRANSPORTABLE,141
2026,202611,11,preventive,zenius,preventive_zenius,PREVENTIVE,ZENIUS,TRANSPORTABLE,133
2026,202612,12,preventive,zenius,preventive_zenius,PREVENTIVE,ZENIUS,TRANSPORTABLE,119
2026,20261,1,preventive,aguila,preventive_aguila,PREVENTIVE,AGUILA,AGUILA,74
2026,20262,2,preventive,aguila,preventive_aguila,PREVENTIVE,AGUILA,AGUILA,70
2026,20263,3,preventive,aguila,preventive_aguila,PREVENTIVE,AGUILA,AGUILA,77
2026,20264,4,preventive,aguila,preventive_aguila,PREVENTIVE,AGUILA,AGUILA,76
2026,20265,5,preventive,aguila,preventive_aguila,PREVENTIVE,AGUILA,AGUILA,63
2026,20266,6,preventive,aguila,preventive_aguila,PREVENTIVE,AGUILA,AGUILA,76
2026,20267,7,preventive,aguila,preventive_aguila,PREVENTIVE,AGUILA,AGUILA,64
2026,20268,8,preventive,aguila,preventive_aguila,PREVENTIVE,AGUILA,AGUILA,53
2026,20269,9,preventive,aguila,preventive_aguila,PREVENTIVE,AGUILA,AGUILA,70
2026,202610,10,preventive,aguila,preventive_aguila,PREVENTIVE,AGUILA,AGUILA,74
2026,202611,11,preventive,aguila,preventive_aguila,PREVENTIVE,AGUILA,AGUILA,71
2026,202612,12,preventive,aguila,preventive_aguila,PREVENTIVE,AGUILA,AGUILA,60
